,NM_MUNICIPIO,DS_CARGO,NM_VOTAVEL,QT_VOTOS,NM_LOCAL_VOTACAO
255861,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,1,EMEIEF. PEQUENO PRÍNCIPE
258504,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. BARIGUI
260034,MONGAGUÁ,Vereador,EDUARDO ALVES MENNUCCI,2,EMEF. VERA CRUZ
264316,MONGAGUÁ,Vereador,MARIA DANIELA NOGUEIRA DONI,1,EMEF. REGINA MARIA
268140,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,5,EMEF. BARIGUI
269745,MONGAGUÁ,Vereador,HERMES VACCARI JUNIOR,1,EMEF. FLÓRIDA MIRIM
269936,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEF. FLÓRIDA MIRIM
269954,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEIEF. PEQUENO PRÍNCIPE
274180,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,6,EMEF. BARIGUI
274982,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EE. PROF. ARACY DA SILVA FREITAS
275948,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,4,EMEF. VERA CRUZ
276310,MONGAGUÁ,Vereador,VANELITO DE JESUS,2,EMEF. VERA CRUZ
276631,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
277129,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,1,EMEF. VERA CRUZ
277501,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
278605,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,8,EMEF. REGINA MARIA
279535,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
280080,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,7,EMEIEF. PEQUENO PRÍNCIPE
282848,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
284401,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EMEF. VERA CRUZ
286114,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,9,EMEF. IVONE DE ALMEIDA MONTEIRO
286772,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,2,EMEF. REGINA MARIA
286944,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
287817,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,5,EE. AGENOR DE CAMPOS
287986,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,1,EMEF. FLÓRIDA MIRIM
288632,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
290860,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,2,EE. AGENOR DE CAMPOS
291892,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
292206,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,2,EE. AGENOR DE CAMPOS
292856,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EE. PROF. ARACY DA SILVA FREITAS
295506,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
298327,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EMEF. REGINA MARIA
298701,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,2,EMEF. JACOUB KOUKDJIAN
298867,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EMEF. REGINA MARIA
302391,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EE. AGENOR DE CAMPOS
302397,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,2,EE. PROF. AIDA LEDA BAUER DAVIES
304041,MONGAGUÁ,Vereador,BALBINO FERREIRA DE JESUS,3,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
305398,MONGAGUÁ,Vereador,IVANALDO SANTANA DIAS,1,EMEF. TONICO SILVA
309290,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,5,EMEF. TONICO SILVA
314463,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
316376,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,1,EMEF. TONICO SILVA
317511,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,2,EMEIEF. PEQUENO PRÍNCIPE
319201,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,10,EE. AGENOR DE CAMPOS
319499,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,3,EMEF. PROF. PEDRO FERNANDES DANTE
319831,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,2,EMEIEF SÍTIO DO PICA PAU AMARELO
320903,MONGAGUÁ,Vereador,JOSE ENILDO DE SOUZA,2,EMEF. PREFEITO CASSIMIRO CORREA NETO
321550,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,1,EMEIEF. PROF. CÉLIA PUPO DE JESUS
322870,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
324363,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
324538,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,1,EMEIEF. PEQUENO PRÍNCIPE
324964,MONGAGUÁ,Vereador,FERNANDO FELIZI,6,EMEF. FLÓRIDA MIRIM
325250,MONGAGUÁ,Vereador,ANA PAULA DE FREITAS MIRANDA,1,EMEF. VERA CRUZ
325268,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,7,EMEF. VERA CRUZ
327260,MONGAGUÁ,Vereador,ADRIANA GALINDO DOS SANTOS LEITE,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
327508,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,6,EMEF SIRANA KOUKDJIAN
328555,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,2,EMEIEF SÍTIO DO PICA PAU AMARELO
328605,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,3,EMEF. IVONE DE ALMEIDA MONTEIRO
328812,MONGAGUÁ,Vereador,MARIA DANIELA NOGUEIRA DONI,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
330528,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,4,EMEF. VERA CRUZ
331812,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,3,EMEF. VERA CRUZ
334414,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
334960,MONGAGUÁ,Vereador,GUSTAVO TOZI DA SILVA,1,EE. PROF. ARACY DA SILVA FREITAS
337214,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,2,EE. AGENOR DE CAMPOS
338488,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
340781,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
342111,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,8,EMEF. BARIGUI
343629,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,5,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
346744,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,9,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
348061,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
351811,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,3,EMEIEF SÍTIO DO PICA PAU AMARELO
354308,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,7,EMEIEF. PEQUENO PRÍNCIPE
354462,MONGAGUÁ,Vereador,BALBINO FERREIRA DE JESUS,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
361410,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,138,EMEF. BARIGUI
362540,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,2,EMEF. TONICO SILVA
363532,MONGAGUÁ,Vereador,FERNANDA PEREIRA DA COSTA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
363559,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,4,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
365425,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,136,EMEF. BARIGUI
365589,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,4,EE. PROF. AIDA LEDA BAUER DAVIES
365968,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,124,EMEF. VERA CRUZ
366011,MONGAGUÁ,Vereador,GILSON PEREIRA DA SILVA,1,EE. PROF. ARACY DA SILVA FREITAS
366982,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,116,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
367004,MONGAGUÁ,Vereador,VALTER CASSIMIRO DA CRUZ,1,EMEF SIRANA KOUKDJIAN
368466,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,137,EMEF. VERA CRUZ
369445,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,116,EMEF. VERA CRUZ
369694,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,7,EMEF. IVONE DE ALMEIDA MONTEIRO
369727,MONGAGUÁ,Vereador,LEONARDO ULISSES DA SILVA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
370055,MONGAGUÁ,Vereador,GILSON PEREIRA DA SILVA,3,EMEF. PROF. PEDRO FERNANDES DANTE
370618,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
373122,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,11,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
375110,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,11,EE. AGENOR DE CAMPOS
376030,MONGAGUÁ,Vereador,EMILIO FERNANDO GONÇALVES JARDIM,2,EE. AGENOR DE CAMPOS
380963,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. TONICO SILVA
383241,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,47,EE. AGENOR DE CAMPOS
384719,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,36,EMEF. JACOUB KOUKDJIAN
385196,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,34,EMEF. JACOUB KOUKDJIAN
388119,MONGAGUÁ,Vereador,VALTER CASSIMIRO DA CRUZ,1,EMEF. REGINA MARIA
389138,MONGAGUÁ,Vereador,EMILIO FERNANDO GONÇALVES JARDIM,1,EMEF. PROF. PEDRO FERNANDES DANTE
390114,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EE. PROF. ARACY DA SILVA FREITAS
390256,MONGAGUÁ,Vereador,LUCYMEIRE APARECIDA MARQUES SANTOS DE OLIVEIRA,3,EMEIEF SÍTIO DO PICA PAU AMARELO
390692,MONGAGUÁ,Vereador,MARIVA BARROSO DE OLIVEIRA PAIVA,2,EMEF. FLÓRIDA MIRIM
392392,MONGAGUÁ,Vereador,WILTON CARNEIRO DE OLIVEIRA,1,EMEF. TONICO SILVA
392588,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EE. AGENOR DE CAMPOS
394718,MONGAGUÁ,Vereador,MARIVA BARROSO DE OLIVEIRA PAIVA,3,EMEF. VERA CRUZ
395581,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,10,EE. AGENOR DE CAMPOS
396171,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,1,EMEF. IVONE DE ALMEIDA MONTEIRO
397625,MONGAGUÁ,Vereador,FERNANDA PEREIRA DA COSTA,1,EMEIEF. PEQUENO PRÍNCIPE
397663,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,3,EMEIEF. PEQUENO PRÍNCIPE
400309,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,1,EE. AGENOR DE CAMPOS
404072,MONGAGUÁ,Vereador,ELIETE MIRANDA CRUZ DOS SANTOS,1,EE. AGENOR DE CAMPOS
406770,MONGAGUÁ,Vereador,VANELITO DE JESUS,4,EE. PROF. AIDA LEDA BAUER DAVIES
410058,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,6,EMEF. PROF. PEDRO FERNANDES DANTE
412532,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,110,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
412748,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,2,EMEF. VERA CRUZ
412995,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,106,EMEF. PREFEITO CASSIMIRO CORREA NETO
414256,MONGAGUÁ,Vereador,VALTER CASSIMIRO DA CRUZ,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
415319,MONGAGUÁ,Vereador,GUSTAVO TOZI DA SILVA,1,EE. PROF. AIDA LEDA BAUER DAVIES
415607,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,5,EE. AGENOR DE CAMPOS
415789,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
417286,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,1,EMEF. VERA CRUZ
419135,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. BARIGUI
419326,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
419788,MONGAGUÁ,Vereador,VANELITO DE JESUS,3,EE. AGENOR DE CAMPOS
420794,MONGAGUÁ,Vereador,GUSTAVO TOZI DA SILVA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
423335,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. JACOUB KOUKDJIAN
424958,MONGAGUÁ,Vereador,VANELITO DE JESUS,1,EMEF. REGINA MARIA
425450,MONGAGUÁ,Vereador,GUSTAVO TOZI DA SILVA,2,EMEF SIRANA KOUKDJIAN
425456,MONGAGUÁ,Vereador,VANELITO DE JESUS,4,EMEF. IVONE DE ALMEIDA MONTEIRO
428103,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,3,EMEF SIRANA KOUKDJIAN
429192,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,2,EMEIEF. PROF. CÉLIA PUPO DE JESUS
429196,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
429692,MONGAGUÁ,Vereador,VALTER CASSIMIRO DA CRUZ,1,EMEF. VERA CRUZ
430017,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEIEF. PEQUENO PRÍNCIPE
430367,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. VERA CRUZ
430505,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EE. AGENOR DE CAMPOS
431021,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,2,EMEF. PROF. PEDRO FERNANDES DANTE
431977,MONGAGUÁ,Vereador,JOSÉ CARLOS DOS SANTOS,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
432626,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,1,EE. PROF. ARACY DA SILVA FREITAS
432701,MONGAGUÁ,Vereador,EMILIO FERNANDO GONÇALVES JARDIM,2,EMEF. REGINA MARIA
433514,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,2,EMEF. PROF. PEDRO FERNANDES DANTE
437599,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,2,EE. PROF. ARACY DA SILVA FREITAS
437703,MONGAGUÁ,Vereador,BALBINO FERREIRA DE JESUS,2,EMEF. IVONE DE ALMEIDA MONTEIRO
439603,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
439635,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,2,EMEIEF. PEQUENO PRÍNCIPE
443060,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
443708,MONGAGUÁ,Vereador,GILSON PEREIRA DA SILVA,1,EMEIEF. PEQUENO PRÍNCIPE
444502,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,6,EMEF. FLÓRIDA MIRIM
447103,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EE. PROF. AIDA LEDA BAUER DAVIES
448197,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
448670,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEIEF. PEQUENO PRÍNCIPE
449746,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,7,EMEIEF. PEQUENO PRÍNCIPE
450953,MONGAGUÁ,Vereador,GILSON PEREIRA DA SILVA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
453631,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,5,EMEF. IVONE DE ALMEIDA MONTEIRO
454170,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
454952,MONGAGUÁ,Vereador,JOSÉ PEDRO FACCINA,6,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
454985,MONGAGUÁ,Vereador,MAISA GRILLO DA SILVA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
458578,MONGAGUÁ,Vereador,HERMES VACCARI JUNIOR,1,EMEF. FLÓRIDA MIRIM
458720,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EE. AGENOR DE CAMPOS
458892,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,116,EE. AGENOR DE CAMPOS
463151,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EMEF. JACOUB KOUKDJIAN
464169,MONGAGUÁ,Vereador,VITOR LUIZ RODRIGUES SERRANO,1,EE. PROF. AIDA LEDA BAUER DAVIES
466324,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,114,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
466742,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,2,EMEIEF SÍTIO DO PICA PAU AMARELO
467364,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,127,EMEF. BARIGUI
468366,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,94,EMEF. PREFEITO CASSIMIRO CORREA NETO
469763,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. BARIGUI
469829,MONGAGUÁ,Vereador,SÉRGIO ELIAS DE CARVALHO,1,EMEF. REGINA MARIA
470255,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. TONICO SILVA
471781,MONGAGUÁ,Vereador,ROSANA ZANELLI DE ALCANTARA,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
472290,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
473325,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. PROF. PEDRO FERNANDES DANTE
474308,MONGAGUÁ,Vereador,JOSIVALDO DE ALCANTARA,1,EMEF. REGINA MARIA
474447,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,134,EMEF. BARIGUI
474848,MONGAGUÁ,Vereador,ADRIANO DONATTI DE SOUZA,3,EMEF. PREFEITO CASSIMIRO CORREA NETO
475011,MONGAGUÁ,Vereador,ANDRÉ ALVES DOS SANTOS,1,EMEF. REGINA MARIA
478566,MONGAGUÁ,Vereador,ADRIANA GALINDO DOS SANTOS LEITE,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
479912,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,2,EMEF. BARIGUI
480920,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. FLÓRIDA MIRIM
481370,MONGAGUÁ,Vereador,RANIEDSON FERNANDES DE LIMA,1,EMEF. FLÓRIDA MIRIM
482120,MONGAGUÁ,Vereador,ANDRÉ ALVES DOS SANTOS,1,EE. AGENOR DE CAMPOS
485008,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,11,EMEF. BARIGUI
485100,MONGAGUÁ,Vereador,MARCUS VINICIUS PEREIRA,1,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
486454,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,2,EMEF. IVONE DE ALMEIDA MONTEIRO
487098,MONGAGUÁ,Vereador,ADRIANA GALINDO DOS SANTOS LEITE,1,EE. PROF. AIDA LEDA BAUER DAVIES
487118,MONGAGUÁ,Vereador,ANDRÉ ALVES DOS SANTOS,1,EMEF. IVONE DE ALMEIDA MONTEIRO
492746,MONGAGUÁ,Vereador,ANA PAULA DE FREITAS MIRANDA,2,EMEF. VERA CRUZ
492747,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,5,EMEF. VERA CRUZ
494780,MONGAGUÁ,Vereador,MARIA VALDA DA SILVA OLIVEIRA,1,EMEF. PROF. PEDRO FERNANDES DANTE
495618,MONGAGUÁ,Vereador,MARIA MADALENA BRITO GOMES,1,EMEIEF SÍTIO DO PICA PAU AMARELO
495777,MONGAGUÁ,Vereador,JOSEFA ELIEGE BARBOSA DE DEUS,1,EMEF. PROF. PEDRO FERNANDES DANTE
496522,MONGAGUÁ,Vereador,SÉRGIO MARTINS DA SILVA,1,EMEF. TONICO SILVA
499230,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,107,EMEF. JACOUB KOUKDJIAN
499747,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,114,EMEF. JACOUB KOUKDJIAN
502347,MONGAGUÁ,Vereador,JOÃO CARLOS BATISTA DE SOUZA,3,EE. PROF. ARACY DA SILVA FREITAS
502555,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,1,EMEF. VERA CRUZ
504930,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,26,EMEF. IVONE DE ALMEIDA MONTEIRO
505302,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,118,EMEIEF. PEQUENO PRÍNCIPE
505957,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,28,EMEIEF. PROF. CÉLIA PUPO DE JESUS
505987,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,33,EMEF. PROF. PEDRO FERNANDES DANTE
506209,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,5,EMEF. FLÓRIDA MIRIM
506833,MONGAGUÁ,Vereador,RODOLFO MARCELINO DO CARMO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
508008,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,41,EMEF. PROF. PEDRO FERNANDES DANTE
509480,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,24,EE. AGENOR DE CAMPOS
510011,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,21,EE. AGENOR DE CAMPOS
510531,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,29,EE. PROF. ARACY DA SILVA FREITAS
510805,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,107,EMEIEF. PEQUENO PRÍNCIPE
510809,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,105,EMEIEF. PROF. CÉLIA PUPO DE JESUS
510810,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,121,EMEF. TONICO SILVA
511020,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,30,EMEIEF. PROF. CÉLIA PUPO DE JESUS
511348,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,112,EE. AGENOR DE CAMPOS
511578,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,97,EMEIEF. PROF. CÉLIA PUPO DE JESUS
511799,MONGAGUÁ,Vereador,CARLOS JACO ROCHA,2,EMEF. VERA CRUZ
511837,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,119,EE. PROF. AIDA LEDA BAUER DAVIES
512046,MONGAGUÁ,Prefeito,MARCELO DOS SANTOS CONCEIÇÃO,2,EE. PROF. AIDA LEDA BAUER DAVIES
512050,MONGAGUÁ,Prefeito,MARCELO DOS SANTOS CONCEIÇÃO,4,EE. AGENOR DE CAMPOS
512067,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,32,EMEF. REGINA MARIA
512105,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,86,EE. AGENOR DE CAMPOS
512526,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,36,EMEF. REGINA MARIA
512562,MONGAGUÁ,Prefeito,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEF. PREFEITO CASSIMIRO CORREA NETO
512631,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,91,EE. PROF. ARACY DA SILVA FREITAS
513027,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,25,EE. AGENOR DE CAMPOS
513035,MONGAGUÁ,Prefeito,MARCELO DOS SANTOS CONCEIÇÃO,1,EMEF. IVONE DE ALMEIDA MONTEIRO
513042,MONGAGUÁ,Prefeito,MARCELO DOS SANTOS CONCEIÇÃO,2,EMEF. HORTENCIA QUINTINO DE FARIA BOTELHO
513047,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,51,EE. PROF. AIDA LEDA BAUER DAVIES
513109,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,94,EE. AGENOR DE CAMPOS
513118,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,105,EE. PROF. ARACY DA SILVA FREITAS
513145,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,112,EMEF. VERA CRUZ
513353,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,129,EMEF. JACOUB KOUKDJIAN
513534,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,29,EMEF. IVONE DE ALMEIDA MONTEIRO
513559,MONGAGUÁ,Prefeito,RENATO CARVALHO DONATO,45,EMEF. TONICO SILVA
513862,MONGAGUÁ,Prefeito,MÁRCIO MELO GOMES,132,EMEF. REGINA MARIA
514147,MONGAGUÁ,Prefeito,RODRIGO CARDOSO BIAGIONI,94,EMEF. PROF. PEDRO FERNANDES DANTE
